configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
033333-3-3,[0- 3- 3- 3- 3- 3- 3- 0- 0- 3- 0- 0- 0],[0- 1804800- 1804800- 1804800- 1804800- 1804800- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 3- 3- 3- 3- 3- 3- 3],[0- 1804800- 1804800- 1804800- 1804800- 1804800- 2208000- 2400000],            105.2672237780514,2952.276764036976,1.53793e+12,6.84473e-11,0,0
200200-2-1,[2- 0- 0- 2- 0- 0- 2- 0- 0- 1- 0- 0- 0],[1363200- 0- 0- 1363200- 0- 0- 1478400- 0- 0- 806400- 0- 0- 0],[2- 0- 0- 2- 0- 0- 2- 1],[1363200- 0- 0- 1363200- 0- 0- 1478400- 806400],            55.917443124663876,1634.2135446700656,7.0699e+11,7.90923e-11,0,0
222020-0-0,[2- 2- 2- 0- 2- 0- 0- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 0- 0- 0- 0- 0- 0- 0- 0],[2- 2- 2- 0- 2- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 0- 0- 0],            28.13171207069184,852.3438780643921,1.62224e+11,1.73413e-10,0,0
300000-1-2,[3- 0- 0- 0- 0- 0- 1- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 0- 0- 652800- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 0- 0- 1- 2],[1804800- 0- 0- 0- 0- 0- 652800- 1766400],            59.58014174819067,1745.0542396759154,6.97242e+11,8.54512e-11,0,0
010111-2-1,[0- 1- 0- 1- 1- 1- 2- 0- 0- 1- 0- 0- 0],[0- 576000- 0- 576000- 576000- 576000- 1478400- 0- 0- 806400- 0- 0- 0],[0- 1- 0- 1- 1- 1- 2- 1],[0- 576000- 0- 576000- 576000- 576000- 1478400- 806400],            57.13542391806448,1692.6604608922394,8.03087e+11,7.11448e-11,0,0
333330-3-1,[3- 3- 3- 3- 3- 0- 3- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 2208000- 0- 0- 806400- 0- 0- 0],[3- 3- 3- 3- 3- 0- 3- 1],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 2208000- 806400],            77.91783871145545,2245.066565703873,9.64415e+11,8.07929e-11,0,0
030330-3-1,[0- 3- 0- 3- 3- 0- 3- 0- 0- 1- 0- 0- 0],[0- 1804800- 0- 1804800- 1804800- 0- 2208000- 0- 0- 806400- 0- 0- 0],[0- 3- 0- 3- 3- 0- 3- 1],[0- 1804800- 0- 1804800- 1804800- 0- 2208000- 806400],            72.65400201940935,2091.5949892115163,8.55547e+11,8.49211e-11,0,0
300000-2-2,[3- 0- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 0- 0- 2- 2],[1804800- 0- 0- 0- 0- 0- 1478400- 1766400],            71.63108945590916,2066.7631224692514,9.26605e+11,7.73049e-11,0,0
030030-1-0,[0- 3- 0- 0- 3- 0- 1- 0- 0- 0- 0- 0- 0],[0- 1804800- 0- 0- 1804800- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 3- 0- 0- 3- 0- 1- 0],[0- 1804800- 0- 0- 1804800- 0- 652800- 0],            30.213348273400626,916.3452023946162,2.51355e+11,1.20202e-10,0,0
033003-3-1,[0- 3- 3- 0- 0- 3- 3- 0- 0- 1- 0- 0- 0],[0- 1804800- 1804800- 0- 0- 1804800- 2208000- 0- 0- 806400- 0- 0- 0],[0- 3- 3- 0- 0- 3- 3- 1],[0- 1804800- 1804800- 0- 0- 1804800- 2208000- 806400],            96.92513711752248,2745.2316832167608,1.13501e+12,8.53958e-11,0,0
222002-2-0,[2- 2- 2- 0- 0- 2- 2- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 1478400- 0- 0- 0- 0- 0- 0],[2- 2- 2- 0- 0- 2- 2- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 1478400- 0],            54.8681089022372,1621.0386904012012,8.05558e+11,6.81119e-11,0,0
303000-2-1,[3- 0- 3- 0- 0- 0- 2- 0- 0- 1- 0- 0- 0],[1804800- 0- 1804800- 0- 0- 0- 1478400- 0- 0- 806400- 0- 0- 0],[3- 0- 3- 0- 0- 0- 2- 1],[1804800- 0- 1804800- 0- 0- 0- 1478400- 806400],            54.90126391795327,1609.3750774914258,6.98385e+11,7.86117e-11,0,0
030303-0-0,[0- 3- 0- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0],[0- 1804800- 0- 1804800- 0- 1804800- 0- 0- 0- 0- 0- 0- 0],[0- 3- 0- 3- 0- 3- 0- 0],[0- 1804800- 0- 1804800- 0- 1804800- 0- 0],            43.68880457674721,1290.54488172391,3.87977e+11,1.12607e-10,0,0
030000-3-2,[0- 3- 0- 0- 0- 0- 3- 0- 0- 2- 0- 0- 0],[0- 1804800- 0- 0- 0- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 3- 0- 0- 0- 0- 3- 2],[0- 1804800- 0- 0- 0- 0- 2208000- 1766400],            92.80579213921902,2633.0755609770554,1.03756e+12,8.94462e-11,0,0
003333-1-0,[0- 0- 3- 3- 3- 3- 1- 0- 0- 0- 0- 0- 0],[0- 0- 1804800- 1804800- 1804800- 1804800- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 3- 3- 3- 3- 1- 0],[0- 0- 1804800- 1804800- 1804800- 1804800- 652800- 0],            25.752705265432734,781.6162809873573,2.71359e+11,9.49027e-11,0,0
011101-1-0,[0- 1- 1- 1- 0- 1- 1- 0- 0- 0- 0- 0- 0],[0- 576000- 576000- 576000- 0- 576000- 652800- 0- 0- 0- 0- 0- 0],[0- 1- 1- 1- 0- 1- 1- 0],[0- 576000- 576000- 576000- 0- 576000- 652800- 0],            12.82440487818982,389.3188942866847,7.60037e+10,1.68734e-10,0,0
000033-2-0,[0- 0- 0- 0- 3- 3- 2- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 1804800- 1804800- 1478400- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 3- 3- 2- 0],[0- 0- 0- 0- 1804800- 1804800- 1478400- 0],            25.378870651700414,760.9679911924699,2.53562e+11,1.00089e-10,0,0
002220-2-0,[0- 0- 2- 2- 2- 0- 2- 0- 0- 0- 0- 0- 0],[0- 0- 1363200- 1363200- 1363200- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 0- 2- 2- 2- 0- 2- 0],[0- 0- 1363200- 1363200- 1363200- 0- 1478400- 0],            13.05030508081098,400.2242205506147,7.57525e+10,1.72276e-10,0,0
020222-2-0,[0- 2- 0- 2- 2- 2- 2- 0- 0- 0- 0- 0- 0],[0- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 0- 0- 0- 0- 0- 0],[0- 2- 0- 2- 2- 2- 2- 0],[0- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 0],            16.962130007740114,513.9363479768916,1.88408e+11,9.00287e-11,0,0
300303-1-3,[3- 0- 0- 3- 0- 3- 1- 0- 0- 3- 0- 0- 0],[1804800- 0- 0- 1804800- 0- 1804800- 652800- 0- 0- 2400000- 0- 0- 0],[3- 0- 0- 3- 0- 3- 1- 3],[1804800- 0- 0- 1804800- 0- 1804800- 652800- 2400000],            23.671865117505998,715.6678117927132,2.52815e+11,9.36332e-11,0,0
000300-1-0,[0- 0- 0- 3- 0- 0- 1- 0- 0- 0- 0- 0- 0],[0- 0- 0- 1804800- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 0- 3- 0- 0- 1- 0],[0- 0- 0- 1804800- 0- 0- 652800- 0],            12.605191807912393,381.1218851884769,7.58448e+10,1.66197e-10,0,0
020220-2-0,[0- 2- 0- 2- 2- 0- 2- 0- 0- 0- 0- 0- 0],[0- 1363200- 0- 1363200- 1363200- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 2- 0- 2- 2- 0- 2- 0],[0- 1363200- 0- 1363200- 1363200- 0- 1478400- 0],            12.724500572380222,385.49430387346604,7.57799e+10,1.67914e-10,0,0
111110-3-0,[1- 1- 1- 1- 1- 0- 3- 0- 0- 0- 0- 0- 0],[576000- 576000- 576000- 576000- 576000- 0- 2208000- 0- 0- 0- 0- 0- 0],[1- 1- 1- 1- 1- 0- 3- 0],[576000- 576000- 576000- 576000- 576000- 0- 2208000- 0],            12.568567782753549,391.4869094745193,7.58002e+10,1.65812e-10,0,0
222020-2-2,[2- 2- 2- 0- 2- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 2- 2- 0- 2- 0- 2- 2],[1363200- 1363200- 1363200- 0- 1363200- 0- 1478400- 1766400],            13.02862273430083,388.43958157133227,7.57866e+10,1.71912e-10,0,0
303330-2-1,[3- 0- 3- 3- 3- 0- 2- 0- 0- 1- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 1478400- 0- 0- 806400- 0- 0- 0],[3- 0- 3- 3- 3- 0- 2- 1],[1804800- 0- 1804800- 1804800- 1804800- 0- 1478400- 806400],            13.100460968293364,396.72643668306296,7.52793e+10,1.74025e-10,0,0
101100-1-3,[1- 0- 1- 1- 0- 0- 1- 0- 0- 3- 0- 0- 0],[576000- 0- 576000- 576000- 0- 0- 652800- 0- 0- 2400000- 0- 0- 0],[1- 0- 1- 1- 0- 0- 1- 3],[576000- 0- 576000- 576000- 0- 0- 652800- 2400000],            13.162529333531099,411.40588966614627,7.62493e+10,1.72625e-10,0,0
003303-1-0,[0- 0- 3- 3- 0- 3- 1- 0- 0- 0- 0- 0- 0],[0- 0- 1804800- 1804800- 0- 1804800- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 3- 3- 0- 3- 1- 0],[0- 0- 1804800- 1804800- 0- 1804800- 652800- 0],            23.48970283086431,709.0149192107749,2.52353e+11,9.30827e-11,0,0
303030-3-2,[3- 0- 3- 0- 3- 0- 3- 0- 0- 2- 0- 0- 0],[1804800- 0- 1804800- 0- 1804800- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[3- 0- 3- 0- 3- 0- 3- 2],[1804800- 0- 1804800- 0- 1804800- 0- 2208000- 1766400],            12.57695300211794,399.69889117243406,7.55594e+10,1.66451e-10,0,0
002000-2-2,[0- 0- 2- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[0- 0- 1363200- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[0- 0- 2- 0- 0- 0- 2- 2],[0- 0- 1363200- 0- 0- 0- 1478400- 1766400],            13.395917496938448,413.8690621812658,7.61186e+10,1.75987e-10,0,0
222002-3-0,[2- 2- 2- 0- 0- 2- 3- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 2208000- 0- 0- 0- 0- 0- 0],[2- 2- 2- 0- 0- 2- 3- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 2208000- 0],            16.982170959553237,524.7127765508814,1.88489e+11,9.00964e-11,0,0
000030-2-0,[0- 0- 0- 0- 3- 0- 2- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 1804800- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 3- 0- 2- 0],[0- 0- 0- 0- 1804800- 0- 1478400- 0],            12.26762907254409,372.24951074045373,7.62878e+10,1.60807e-10,0,0
101010-3-0,[1- 0- 1- 0- 1- 0- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 0- 576000- 0- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 1- 0- 1- 0- 3- 0],[576000- 0- 576000- 0- 576000- 0- 2208000- 0],            13.04299789746687,396.380277490375,7.4556e+10,1.74942e-10,0,0
022200-1-1,[0- 2- 2- 2- 0- 0- 1- 0- 0- 1- 0- 0- 0],[0- 1363200- 1363200- 1363200- 0- 0- 652800- 0- 0- 806400- 0- 0- 0],[0- 2- 2- 2- 0- 0- 1- 1],[0- 1363200- 1363200- 1363200- 0- 0- 652800- 806400],            12.369555647233597,374.80261401166973,7.58835e+10,1.63007e-10,0,0
001101-3-0,[0- 0- 1- 1- 0- 1- 3- 0- 0- 0- 0- 0- 0],[0- 0- 576000- 576000- 0- 576000- 2208000- 0- 0- 0- 0- 0- 0],[0- 0- 1- 1- 0- 1- 3- 0],[0- 0- 576000- 576000- 0- 576000- 2208000- 0],            12.801274922165252,395.3181793407209,7.59535e+10,1.68541e-10,0,0
002020-2-3,[0- 0- 2- 0- 2- 0- 2- 0- 0- 3- 0- 0- 0],[0- 0- 1363200- 0- 1363200- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[0- 0- 2- 0- 2- 0- 2- 3],[0- 0- 1363200- 0- 1363200- 0- 1478400- 2400000],            12.615399718681916,385.25389434633666,7.58465e+10,1.66328e-10,0,0
110011-2-3,[1- 1- 0- 0- 1- 1- 2- 0- 0- 3- 0- 0- 0],[576000- 576000- 0- 0- 576000- 576000- 1478400- 0- 0- 2400000- 0- 0- 0],[1- 1- 0- 0- 1- 1- 2- 3],[576000- 576000- 0- 0- 576000- 576000- 1478400- 2400000],            12.909260168513825,398.74452585793523,7.56912e+10,1.70552e-10,0,0
000000-3-3,[0- 0- 0- 0- 0- 0- 3- 0- 0- 3- 0- 0- 0],[0- 0- 0- 0- 0- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 0- 0- 0- 0- 0- 3- 3],[0- 0- 0- 0- 0- 0- 2208000- 2400000],            12.654544813790569,387.80355698003996,7.62942e+10,1.65865e-10,0,0
000022-2-1,[0- 0- 0- 0- 2- 2- 2- 0- 0- 1- 0- 0- 0],[0- 0- 0- 0- 1363200- 1363200- 1478400- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 0- 2- 2- 2- 1],[0- 0- 0- 0- 1363200- 1363200- 1478400- 806400],            17.236925200640222,517.7017054642065,1.88115e+11,9.16297e-11,0,0
100000-1-1,[1- 0- 0- 0- 0- 0- 1- 0- 0- 1- 0- 0- 0],[576000- 0- 0- 0- 0- 0- 652800- 0- 0- 806400- 0- 0- 0],[1- 0- 0- 0- 0- 0- 1- 1],[576000- 0- 0- 0- 0- 0- 652800- 806400],            13.49249894433128,409.15100432362425,7.53955e+10,1.78956e-10,0,0
011011-3-2,[0- 1- 1- 0- 1- 1- 3- 0- 0- 2- 0- 0- 0],[0- 576000- 576000- 0- 576000- 576000- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 1- 1- 0- 1- 1- 3- 2],[0- 576000- 576000- 0- 576000- 576000- 2208000- 1766400],            12.473598223784801,384.41859524434415,7.58274e+10,1.645e-10,0,0
300300-2-1,[3- 0- 0- 3- 0- 0- 2- 0- 0- 1- 0- 0- 0],[1804800- 0- 0- 1804800- 0- 0- 1478400- 0- 0- 806400- 0- 0- 0],[3- 0- 0- 3- 0- 0- 2- 1],[1804800- 0- 0- 1804800- 0- 0- 1478400- 806400],            12.58462594133227,380.90331970748963,7.58447e+10,1.65926e-10,0,0
111110-2-1,[1- 1- 1- 1- 1- 0- 2- 0- 0- 1- 0- 0- 0],[576000- 576000- 576000- 576000- 576000- 0- 1478400- 0- 0- 806400- 0- 0- 0],[1- 1- 1- 1- 1- 0- 2- 1],[576000- 576000- 576000- 576000- 576000- 0- 1478400- 806400],            12.504158981784528,380.11229963093655,7.57223e+10,1.65132e-10,0,0
330030-3-0,[3- 3- 0- 0- 3- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 0- 0- 1804800- 0- 2208000- 0- 0- 0- 0- 0- 0],[3- 3- 0- 0- 3- 0- 3- 0],[1804800- 1804800- 0- 0- 1804800- 0- 2208000- 0],            13.028609429521124,403.14072010013797,7.57029e+10,1.72102e-10,0,0
011011-0-0,[0- 1- 1- 0- 1- 1- 0- 0- 0- 0- 0- 0- 0],[0- 576000- 576000- 0- 576000- 576000- 0- 0- 0- 0- 0- 0- 0],[0- 1- 1- 0- 1- 1- 0- 0],[0- 576000- 576000- 0- 576000- 576000- 0- 0],            12.105878961419078,371.5044904684575,7.58595e+10,1.59583e-10,0,0
303333-1-3,[3- 0- 3- 3- 3- 3- 1- 0- 0- 3- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 1804800- 652800- 0- 0- 2400000- 0- 0- 0],[3- 0- 3- 3- 3- 3- 1- 3],[1804800- 0- 1804800- 1804800- 1804800- 1804800- 652800- 2400000],            23.863863929112192,720.6592847637041,2.52442e+11,9.45321e-11,0,0
010111-0-0,[0- 1- 0- 1- 1- 1- 0- 0- 0- 0- 0- 0- 0],[0- 576000- 0- 576000- 576000- 576000- 0- 0- 0- 0- 0- 0- 0],[0- 1- 0- 1- 1- 1- 0- 0],[0- 576000- 0- 576000- 576000- 576000- 0- 0],            12.756494833976223,387.0873586519141,7.54105e+10,1.69161e-10,0,0
200202-3-2,[2- 0- 0- 2- 0- 2- 3- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 1363200- 0- 1363200- 2208000- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 2- 0- 2- 3- 2],[1363200- 0- 0- 1363200- 0- 1363200- 2208000- 1766400],            17.76713091857071,531.6204651645602,1.88409e+11,9.43009e-11,0,0
001000-1-0,[0- 0- 1- 0- 0- 0- 1- 0- 0- 0- 0- 0- 0],[0- 0- 576000- 0- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 1- 0- 0- 0- 1- 0],[0- 0- 576000- 0- 0- 0- 652800- 0],            11.76973873612909,367.220782107281,7.63202e+10,1.54215e-10,0,0
101111-3-3,[1- 0- 1- 1- 1- 1- 3- 0- 0- 3- 0- 0- 0],[576000- 0- 576000- 576000- 576000- 576000- 2208000- 0- 0- 2400000- 0- 0- 0],[1- 0- 1- 1- 1- 1- 3- 3],[576000- 0- 576000- 576000- 576000- 576000- 2208000- 2400000],            12.941299579331238,393.3462005727971,7.57393e+10,1.70866e-10,0,0
330333-1-0,[3- 3- 0- 3- 3- 3- 1- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 1804800- 652800- 0- 0- 0- 0- 0- 0],[3- 3- 0- 3- 3- 3- 1- 0],[1804800- 1804800- 0- 1804800- 1804800- 1804800- 652800- 0],            24.401835984242894,741.2765353718615,2.51682e+11,9.6955e-11,0,0
202002-1-1,[2- 0- 2- 0- 0- 2- 1- 0- 0- 1- 0- 0- 0],[1363200- 0- 1363200- 0- 0- 1363200- 652800- 0- 0- 806400- 0- 0- 0],[2- 0- 2- 0- 0- 2- 1- 1],[1363200- 0- 1363200- 0- 0- 1363200- 652800- 806400],            16.598746445608374,507.34626532098946,1.88461e+11,8.80752e-11,0,0
100101-2-2,[1- 0- 0- 1- 0- 1- 2- 0- 0- 2- 0- 0- 0],[576000- 0- 0- 576000- 0- 576000- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 0- 0- 1- 0- 1- 2- 2],[576000- 0- 0- 576000- 0- 576000- 1478400- 1766400],            12.88737035992497,389.9240938633626,7.59786e+10,1.69618e-10,0,0
330003-1-0,[3- 3- 0- 0- 0- 3- 1- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 0- 0- 0- 1804800- 652800- 0- 0- 0- 0- 0- 0],[3- 3- 0- 0- 0- 3- 1- 0],[1804800- 1804800- 0- 0- 0- 1804800- 652800- 0],            24.722444893035714,749.9530859999904,2.54189e+11,9.72601e-11,0,0
101101-1-0,[1- 0- 1- 1- 0- 1- 1- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 576000- 0- 576000- 652800- 0- 0- 0- 0- 0- 0],[1- 0- 1- 1- 0- 1- 1- 0],[576000- 0- 576000- 576000- 0- 576000- 652800- 0],            12.77057489674986,388.403018758086,7.58707e+10,1.6832e-10,0,0
110010-3-3,[1- 1- 0- 0- 1- 0- 3- 0- 0- 3- 0- 0- 0],[576000- 576000- 0- 0- 576000- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[1- 1- 0- 0- 1- 0- 3- 3],[576000- 576000- 0- 0- 576000- 0- 2208000- 2400000],            12.939562727214717,400.8705974707766,7.59364e+10,1.704e-10,0,0
022220-3-3,[0- 2- 2- 2- 2- 0- 3- 0- 0- 3- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 2- 2- 2- 2- 0- 3- 3],[0- 1363200- 1363200- 1363200- 1363200- 0- 2208000- 2400000],            12.583421405685236,382.54145482497694,7.57703e+10,1.66073e-10,0,0
020020-1-0,[0- 2- 0- 0- 2- 0- 1- 0- 0- 0- 0- 0- 0],[0- 1363200- 0- 0- 1363200- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 2- 0- 0- 2- 0- 1- 0],[0- 1363200- 0- 0- 1363200- 0- 652800- 0],            13.574697742750608,412.70141525953386,7.5711e+10,1.79296e-10,0,0
