configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
030003-0-0,[0- 3- 0- 0- 0- 3- 0- 0- 0- 0- 0- 0- 0],[0- 1804800- 0- 0- 0- 1804800- 0- 0- 0- 0- 0- 0- 0],[0- 3- 0- 0- 0- 3- 0- 0],[0- 1804800- 0- 0- 0- 1804800- 0- 0],            35.8863088610274,1073.0557300178195,2.53195e+11,1.41734e-10,0,0
000000-2-0,[0- 0- 0- 0- 0- 0- 2- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 0- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 0- 0- 2- 0],[0- 0- 0- 0- 0- 0- 1478400- 0],            38.269990495696405,1135.7387643261616,3.81971e+11,1.00191e-10,0,0
202220-2-1,[2- 0- 2- 2- 2- 0- 2- 0- 0- 1- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 0- 1478400- 0- 0- 806400- 0- 0- 0],[2- 0- 2- 2- 2- 0- 2- 1],[1363200- 0- 1363200- 1363200- 1363200- 0- 1478400- 806400],            56.254266540548315,1671.7398403121347,8.00182e+11,7.03018e-11,0,0
001010-1-0,[0- 0- 1- 0- 1- 0- 1- 0- 0- 0- 0- 0- 0],[0- 0- 576000- 0- 576000- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 1- 0- 1- 0- 1- 0],[0- 0- 576000- 0- 576000- 0- 652800- 0],            29.660392939079458,883.2693282113894,2.51081e+11,1.18131e-10,0,0
202000-0-0,[2- 0- 2- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1363200- 0- 1363200- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0],[2- 0- 2- 0- 0- 0- 0- 0],[1363200- 0- 1363200- 0- 0- 0- 0- 0],            22.44356480668999,683.3295951815655,7.73109e+10,2.90303e-10,0,0
100000-3-0,[1- 0- 0- 0- 0- 0- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 0- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 0- 0- 0- 0- 3- 0],[576000- 0- 0- 0- 0- 0- 2208000- 0],            55.34744693526562,1619.2771928460813,5.57589e+11,9.92621e-11,0,0
011000-1-0,[0- 1- 1- 0- 0- 0- 1- 0- 0- 0- 0- 0- 0],[0- 576000- 576000- 0- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 1- 1- 0- 0- 0- 1- 0],[0- 576000- 576000- 0- 0- 0- 652800- 0],            29.34546622830315,884.1905075621804,2.49834e+11,1.1746e-10,0,0
022222-1-2,[0- 2- 2- 2- 2- 2- 1- 0- 0- 2- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 0- 0- 1766400- 0- 0- 0],[0- 2- 2- 2- 2- 2- 1- 2],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 1766400],            77.62624080393333,2241.5523038831293,1.17281e+12,6.61882e-11,0,0
333300-1-0,[3- 3- 3- 3- 0- 0- 1- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[3- 3- 3- 3- 0- 0- 1- 0],[1804800- 1804800- 1804800- 1804800- 0- 0- 652800- 0],            31.06062061477282,940.3769375511525,3.41424e+11,9.09737e-11,0,0
222222-1-2,[2- 2- 2- 2- 2- 2- 1- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 0- 0- 1766400- 0- 0- 0],[2- 2- 2- 2- 2- 2- 1- 2],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 1766400],            81.35830423904434,2321.2523445511633,1.25718e+12,6.47149e-11,0,0
003303-1-1,[0- 0- 3- 3- 0- 3- 1- 0- 0- 1- 0- 0- 0],[0- 0- 1804800- 1804800- 0- 1804800- 652800- 0- 0- 806400- 0- 0- 0],[0- 0- 3- 3- 0- 3- 1- 1],[0- 0- 1804800- 1804800- 0- 1804800- 652800- 806400],            58.76194644449752,1719.4851384917495,7.91599e+11,7.4232e-11,0,0
000000-3-1,[0- 0- 0- 0- 0- 0- 3- 0- 0- 1- 0- 0- 0],[0- 0- 0- 0- 0- 0- 2208000- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 0- 0- 0- 3- 1],[0- 0- 0- 0- 0- 0- 2208000- 806400],            60.484653752985835,1776.1284832445551,6.70249e+11,9.02421e-11,0,0
000110-1-1,[0- 0- 0- 1- 1- 0- 1- 0- 0- 1- 0- 0- 0],[0- 0- 0- 576000- 576000- 0- 652800- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 1- 1- 0- 1- 1],[0- 0- 0- 576000- 576000- 0- 652800- 806400],            36.48721262882221,1105.547783947985,4.69198e+11,7.77651e-11,0,0
220000-3-0,[2- 2- 0- 0- 0- 0- 3- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 0- 0- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[2- 2- 0- 0- 0- 0- 3- 0],[1363200- 1363200- 0- 0- 0- 0- 2208000- 0],            53.29091998643152,1571.6949406548463,5.78176e+11,9.21708e-11,0,0
022022-1-3,[0- 2- 2- 0- 2- 2- 1- 0- 0- 3- 0- 0- 0],[0- 1363200- 1363200- 0- 1363200- 1363200- 652800- 0- 0- 2400000- 0- 0- 0],[0- 2- 2- 0- 2- 2- 1- 3],[0- 1363200- 1363200- 0- 1363200- 1363200- 652800- 2400000],            81.63493485553877,2358.56534305287,1.11099e+12,7.34795e-11,0,0
000022-3-2,[0- 0- 0- 0- 2- 2- 3- 0- 0- 2- 0- 0- 0],[0- 0- 0- 0- 1363200- 1363200- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 0- 0- 0- 2- 2- 3- 2],[0- 0- 0- 0- 1363200- 1363200- 2208000- 1766400],            80.16963008427506,2307.846186539781,1.11232e+12,7.20743e-11,0,0
001010-1-0,[0- 0- 1- 0- 1- 0- 1- 0- 0- 0- 0- 0- 0],[0- 0- 576000- 0- 576000- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 1- 0- 1- 0- 1- 0],[0- 0- 576000- 0- 576000- 0- 652800- 0],            29.331584322088812,890.8110122061737,2.51046e+11,1.16837e-10,0,0
000333-2-0,[0- 0- 0- 3- 3- 3- 2- 0- 0- 0- 0- 0- 0],[0- 0- 0- 1804800- 1804800- 1804800- 1478400- 0- 0- 0- 0- 0- 0],[0- 0- 0- 3- 3- 3- 2- 0],[0- 0- 0- 1804800- 1804800- 1804800- 1478400- 0],            62.669563544461724,1829.6583812389401,7.9775e+11,7.85579e-11,0,0
020200-1-1,[0- 2- 0- 2- 0- 0- 1- 0- 0- 1- 0- 0- 0],[0- 1363200- 0- 1363200- 0- 0- 652800- 0- 0- 806400- 0- 0- 0],[0- 2- 0- 2- 0- 0- 1- 1],[0- 1363200- 0- 1363200- 0- 0- 652800- 806400],            35.941505988108695,1084.1373434110455,4.53273e+11,7.92933e-11,0,0
011010-2-3,[0- 1- 1- 0- 1- 0- 2- 0- 0- 3- 0- 0- 0],[0- 576000- 576000- 0- 576000- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[0- 1- 1- 0- 1- 0- 2- 3],[0- 576000- 576000- 0- 576000- 0- 1478400- 2400000],            85.2562842548241,2445.4976791558997,1.06609e+12,7.9971e-11,0,0
101101-2-1,[1- 0- 1- 1- 0- 1- 2- 0- 0- 1- 0- 0- 0],[576000- 0- 576000- 576000- 0- 576000- 1478400- 0- 0- 806400- 0- 0- 0],[1- 0- 1- 1- 0- 1- 2- 1],[576000- 0- 576000- 576000- 0- 576000- 1478400- 806400],            56.83939361137568,1679.3511982665327,8.02566e+11,7.08221e-11,0,0
330330-3-3,[3- 3- 0- 3- 3- 0- 3- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[3- 3- 0- 3- 3- 0- 3- 3],[1804800- 1804800- 0- 1804800- 1804800- 0- 2208000- 2400000],            76.18345987594073,2201.879552058907,9.47963e+11,8.03654e-11,0,0
022222-3-1,[0- 2- 2- 2- 2- 2- 3- 0- 0- 1- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 2208000- 0- 0- 806400- 0- 0- 0],[0- 2- 2- 2- 2- 2- 3- 1],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 2208000- 806400],            75.06196238428772,2163.90640295813,1.15094e+12,6.5218e-11,0,0
202022-3-1,[2- 0- 2- 0- 2- 2- 3- 0- 0- 1- 0- 0- 0],[1363200- 0- 1363200- 0- 1363200- 1363200- 2208000- 0- 0- 806400- 0- 0- 0],[2- 0- 2- 0- 2- 2- 3- 1],[1363200- 0- 1363200- 0- 1363200- 1363200- 2208000- 806400],            72.31670560917817,2103.812883311716,1.0655e+12,6.78711e-11,0,0
011010-3-2,[0- 1- 1- 0- 1- 0- 3- 0- 0- 2- 0- 0- 0],[0- 576000- 576000- 0- 576000- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 1- 1- 0- 1- 0- 3- 2],[0- 576000- 576000- 0- 576000- 0- 2208000- 1766400],            77.7920837079026,2233.303565448767,1.05493e+12,7.37415e-11,0,0
110011-2-2,[1- 1- 0- 0- 1- 1- 2- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 0- 576000- 576000- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 1- 0- 0- 1- 1- 2- 2],[576000- 576000- 0- 0- 576000- 576000- 1478400- 1766400],            74.74536356458539,2157.847282780517,1.07701e+12,6.94008e-11,0,0
033030-2-0,[0- 3- 3- 0- 3- 0- 2- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 0- 1804800- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 3- 3- 0- 3- 0- 2- 0],[0- 1804800- 1804800- 0- 1804800- 0- 1478400- 0],            42.00513493266639,1254.6092580575853,5.28706e+11,7.94489e-11,0,0
220222-2-3,[2- 2- 0- 2- 2- 2- 2- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 0- 0- 2400000- 0- 0- 0],[2- 2- 0- 2- 2- 2- 2- 3],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 2400000],            97.4477993087831,2752.4166228868653,1.43766e+12,6.77822e-11,0,0
101011-3-2,[1- 0- 1- 0- 1- 1- 3- 0- 0- 2- 0- 0- 0],[576000- 0- 576000- 0- 576000- 576000- 2208000- 0- 0- 1766400- 0- 0- 0],[1- 0- 1- 0- 1- 1- 3- 2],[576000- 0- 576000- 0- 576000- 576000- 2208000- 1766400],            77.57621667528683,2241.243851668701,1.08533e+12,7.14771e-11,0,0
333303-0-0,[3- 3- 3- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 0- 1804800- 0- 0- 0- 0- 0- 0- 0],[3- 3- 3- 3- 0- 3- 0- 0],[1804800- 1804800- 1804800- 1804800- 0- 1804800- 0- 0],            56.880158834189615,1674.8947732758384,6.59151e+11,8.62931e-11,0,0
011001-3-1,[0- 1- 1- 0- 0- 1- 3- 0- 0- 1- 0- 0- 0],[0- 576000- 576000- 0- 0- 576000- 2208000- 0- 0- 806400- 0- 0- 0],[0- 1- 1- 0- 0- 1- 3- 1],[0- 576000- 576000- 0- 0- 576000- 2208000- 806400],            64.71265249480714,1897.1358698378924,8.28186e+11,7.81378e-11,0,0
000110-3-3,[0- 0- 0- 1- 1- 0- 3- 0- 0- 3- 0- 0- 0],[0- 0- 0- 576000- 576000- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 0- 0- 1- 1- 0- 3- 3],[0- 0- 0- 576000- 576000- 0- 2208000- 2400000],            74.8050514094236,2156.4629142526246,8.42285e+11,8.8812e-11,0,0
002220-2-3,[0- 0- 2- 2- 2- 0- 2- 0- 0- 3- 0- 0- 0],[0- 0- 1363200- 1363200- 1363200- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[0- 0- 2- 2- 2- 0- 2- 3],[0- 0- 1363200- 1363200- 1363200- 0- 1478400- 2400000],            79.03690304614342,2271.626180157451,1.04298e+12,7.57799e-11,0,0
222222-2-2,[2- 2- 2- 2- 2- 2- 2- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 2- 2- 2- 2- 2- 2- 2],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 1478400- 1766400],            93.5530302681106,2648.3626559152935,1.50346e+12,6.22252e-11,0,0
300000-3-1,[3- 0- 0- 0- 0- 0- 3- 0- 0- 1- 0- 0- 0],[1804800- 0- 0- 0- 0- 0- 2208000- 0- 0- 806400- 0- 0- 0],[3- 0- 0- 0- 0- 0- 3- 1],[1804800- 0- 0- 0- 0- 0- 2208000- 806400],            61.70736633784887,1806.1116933648566,7.11499e+11,8.67287e-11,0,0
222002-1-0,[2- 2- 2- 0- 0- 2- 1- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 652800- 0- 0- 0- 0- 0- 0],[2- 2- 2- 0- 0- 2- 1- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 652800- 0],            41.48623715392385,1238.7136339101087,5.69101e+11,7.28978e-11,0,0
033030-0-0,[0- 3- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 0- 1804800- 0- 0- 0- 0- 0- 0- 0- 0],[0- 3- 3- 0- 3- 0- 0- 0],[0- 1804800- 1804800- 0- 1804800- 0- 0- 0],            23.84502806404063,726.8419396196849,1.20523e+11,1.97846e-10,0,0
110000-1-2,[1- 1- 0- 0- 0- 0- 1- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 0- 0- 0- 652800- 0- 0- 1766400- 0- 0- 0],[1- 1- 0- 0- 0- 0- 1- 2],[576000- 576000- 0- 0- 0- 0- 652800- 1766400],            59.318332001781286,1738.3485904436689,7.42453e+11,7.98951e-11,0,0
001101-1-1,[0- 0- 1- 1- 0- 1- 1- 0- 0- 1- 0- 0- 0],[0- 0- 576000- 576000- 0- 576000- 652800- 0- 0- 806400- 0- 0- 0],[0- 0- 1- 1- 0- 1- 1- 1],[0- 0- 576000- 576000- 0- 576000- 652800- 806400],            37.45828346692664,1129.6791244058386,5.12558e+11,7.30811e-11,0,0
002202-3-0,[0- 0- 2- 2- 0- 2- 3- 0- 0- 0- 0- 0- 0],[0- 0- 1363200- 1363200- 0- 1363200- 2208000- 0- 0- 0- 0- 0- 0],[0- 0- 2- 2- 0- 2- 3- 0],[0- 0- 1363200- 1363200- 0- 1363200- 2208000- 0],            62.95852732602467,1832.020731440319,8.0305e+11,7.83993e-11,0,0
101101-3-0,[1- 0- 1- 1- 0- 1- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 576000- 0- 576000- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 1- 1- 0- 1- 3- 0],[576000- 0- 576000- 576000- 0- 576000- 2208000- 0],            56.78135936837892,1657.441360987329,6.85957e+11,8.27768e-11,0,0
101110-2-2,[1- 0- 1- 1- 1- 0- 2- 0- 0- 2- 0- 0- 0],[576000- 0- 576000- 576000- 576000- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 0- 1- 1- 1- 0- 2- 2],[576000- 0- 576000- 576000- 576000- 0- 1478400- 1766400],            73.08276501890562,2122.434062624123,1.07702e+12,6.78565e-11,0,0
020202-1-3,[0- 2- 0- 2- 0- 2- 1- 0- 0- 3- 0- 0- 0],[0- 1363200- 0- 1363200- 0- 1363200- 652800- 0- 0- 2400000- 0- 0- 0],[0- 2- 0- 2- 0- 2- 1- 3],[0- 1363200- 0- 1363200- 0- 1363200- 652800- 2400000],            78.24767797732055,2258.7308543812205,1.00144e+12,7.81352e-11,0,0
030300-3-0,[0- 3- 0- 3- 0- 0- 3- 0- 0- 0- 0- 0- 0],[0- 1804800- 0- 1804800- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[0- 3- 0- 3- 0- 0- 3- 0],[0- 1804800- 0- 1804800- 0- 0- 2208000- 0],            47.58862500100224,1416.0084562341226,5.53257e+11,8.60154e-11,0,0
020200-2-3,[0- 2- 0- 2- 0- 0- 2- 0- 0- 3- 0- 0- 0],[0- 1363200- 0- 1363200- 0- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[0- 2- 0- 2- 0- 0- 2- 3],[0- 1363200- 0- 1363200- 0- 0- 1478400- 2400000],            82.47916412519714,2372.4209311935647,1.01916e+12,8.09286e-11,0,0
222220-2-0,[2- 2- 2- 2- 2- 0- 2- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 1478400- 0- 0- 0- 0- 0- 0],[2- 2- 2- 2- 2- 0- 2- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 1478400- 0],            44.42888788986695,1336.3853991871592,6.16824e+11,7.20285e-11,0,0
101001-3-0,[1- 0- 1- 0- 0- 1- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 0- 0- 576000- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 1- 0- 0- 1- 3- 0],[576000- 0- 576000- 0- 0- 576000- 2208000- 0],            54.89700632647969,1610.3508056882997,6.2982e+11,8.7163e-11,0,0
002022-3-1,[0- 0- 2- 0- 2- 2- 3- 0- 0- 1- 0- 0- 0],[0- 0- 1363200- 0- 1363200- 1363200- 2208000- 0- 0- 806400- 0- 0- 0],[0- 0- 2- 0- 2- 2- 3- 1],[0- 0- 1363200- 0- 1363200- 1363200- 2208000- 806400],            75.26763933992237,2182.7523405625,1.00817e+12,7.46577e-11,0,0
